string,C080A.DAT-ss0-0,"#P(""soundLen"", ""10.3575"")",弓美,"あったたたたた
えっと…また夢を見たわ
なんだっけ？確か…","//Ouuuuuch...

#w(2.006)
Uh...

#w(3.969)
I had another dream.
//#woff(5.582)
#woff(5.682)

#w(6.520)
What was it about again?

#w(8.668)
If I remember right...",,
,,,,"//==================================
// File: C080B.DAT
//==================================",,,
string,C080B.DAT-ss0-0,"#P(""soundLen"", ""10.245"")",弓美,"そっか！
そういえば、ユニコーンだった！
ユニコ…ん？
ユニコーン！？","That's right!

#w(1.920)
Now that I think about it...it was about a unicorn!

#w(5.079)
A unico...rn...?
//#woff(6.417)
#woff(7.350)

#w(8.886)
...A UNICORN!?",,
,,,,"//==================================
// File: C101A.DAT
//==================================",,,
string,C101A.DAT-ss0-0,"#P(""soundLen"", ""7.97346"")",弓美,"あった！
いったったったたった…
は、鼻打った…
ああ…","//Ack!\n
//Ouchhhhhhh...
//#woff(3.307)
#off()

#w(4.477)
I b-baged my node...
#woff(7.193)",,
,,,,"//==================================
// File: C101B.DAT
//==================================",,,
string,C101B.DAT-ss0-0,"#P(""soundLen"", ""9.19584"")",弓美,"だいたいあたしは、寝が足りないと[ものが?]考えられなくなる性格なのだわ…
フニャ","I'm pretty much one of those people that can't think straight if they don't get enough sleep...
//#woff(7.570)
#woff(8.441)",CHECK,
string,C101B.DAT-ss0-1,"#P(""soundLen"", ""3.61177"")",弓美,ううぅ,,,UNTRANSLATED
string,C101B.DAT-ss0-2,"#P(""soundLen"", ""0.833466"")",,,,,
string,C101B.DAT-ss0-3,"#P(""soundLen"", ""4.65833"")",ママ,"弓美！朝よ！起きなさい！
起きてる？","Yumimi! It's morning! Wake up!
#w(3.991)

Are you up?",,
string,C101B.DAT-ss0-4,"#P(""soundLen"", ""10.2217"")",弓美,"あ…ママの声がする
で、でも
起きられない
フニャフニャ","#off()
#w(1.388)
Mama's calling...
//#woff(3.228)
#woff(3.325)

#w(4.325)
B-But...

#w(6.531)
I can't wake up.
#woff(8.694)",,
string,C101B.DAT-ss0-5,"#P(""soundLen"", ""7.82155"")",弓美,"ん、ん、んんん…
お、起きなければ…
あ、ああ…","#off()
#w(2.898)
I-If I don't get up...!
#woff(4.932)
//#woff(5.492)","NOTE: could also be interpreted as ""I have to get up"", but given the dire consequences if she doesn't, this probably makes better sense",
,,,,"//==================================
// File: C101C2.DAT
//==================================",,,
string,C101C2.DAT-ss0-0,"#P(""soundLen"", ""8.04103"")",弓美,"学校を休む…なんてことが出来るわけないけど…
へ、もう少し寝よう","Playing hookey...
#w(2.946)

No way could I do that, but...
#w(6.471)

Aw, I'll sleep a bit more!",,
string,C101C2.DAT-ss0-1,"#P(""soundLen"", ""5.50034"")",弓美,ＺＺＺ…ＺＺＺ…ＺＺＺ…,,,UNTRANSLATED
string,C101C2.DAT-ss0-2,"#P(""soundLen"", ""5.31433"")",ママ,"弓美！聞こえてるの？
早く起きないと遅刻するわよ！","#w(0.173)
Yumimi! Are you listening?

#w(3.452)
If you don't get up soon, you'll be late!",,
string,C101C2.DAT-ss0-3,"#P(""soundLen"", ""5.43049"")",弓美,ＺＺＺ…ＺＺＺ…ＺＺＺ…,,,UNTRANSLATED
string,C101C2.DAT-ss0-4,"#P(""soundLen"", ""5.49217"")",,"ママ：弓美！
弓美：ああ、あ！
　起きなけ、[起きなけな?]","YUMIMI!
#woff(1.295)

#w(2.544)
Gotta get...gotta get up...
#woff(5.105)",CHECK,
string,C101C2.DAT-ss0-5,"#P(""soundLen"", ""5.21273"")",弓美,"ああ、昨日、深夜映画なんか[見なきゃ?]よかったんだけど
ジャック・レモンは[出てたし?]","#off()
#w(0.393)
I shouldn't've watched that late-night movie yesterday...

#w(3.464)
...but it had Jack Lemmon in it...","CHECK
NOTE: actor Jack Lemmon",
string,C101C2.DAT-ss0-6,"#P(""soundLen"", ""5.43049"")",弓美,ＺＺＺ…ＺＺＺ…ＺＺＺ…,,,UNTRANSLATED
,,,,"//==================================
// File: C101D.DAT
//==================================",,,
string,C101D.DAT-ss0-0,"#P(""soundLen"", ""5.43049"")",弓美,ＺＺＺ…ＺＺＺ…ＺＺＺ…,,,UNTRANSLATED
,,,,"//==================================
// File: C101F.DAT
//==================================",,,
string,C101F.DAT-ss0-0,"#P(""soundLen"", ""5.43049"")",弓美,ＺＺＺ…ＺＺＺ…ＺＺＺ…,,,UNTRANSLATED
string,C101F.DAT-ss0-1,"#P(""soundLen"", ""5.49217"")",,"ママ：弓美！
弓美：ああ、あ！
　起きなけ、[起きなけな?]","YUMIMI!
#woff(1.295)

#w(2.544)
Gotta get...gotta get up...
#woff(5.105)",,
string,C101F.DAT-ss0-2,"#P(""soundLen"", ""5.21273"")",弓美,"ああ、昨日、深夜映画なんか[見なきゃ?]よかったんだけど
ジャック・レモンは[出てたし?]","#off()
#w(0.393)
I shouldn't've watched that late-night movie yesterday...

#w(3.464)
...but it had Jack Lemmon in it...",,
,,,,"//==================================
// File: C102.DAT
//==================================",,,
string,C102.DAT-ss0-0,"#P(""soundLen"", ""8.00541"")
#P(""noAutoOff"", ""1"")",弓美,"どこ、ここ？
ああ
あ、そうか
あたしの部屋か","Where...am I...?
//#woff(1.685)
//#woff(1.836)
#woff(1.694)

#w(3.034)
Oh...oh, right...

#w(6.076)
My room?",,
string,C102.DAT-ss0-1,"#P(""soundLen"", ""6.9382"")",弓美,"またベッドから落ちったようね
今月に入って、３度目","Guess I fell out of bed again, huh...
#woff(2.689)

#w(3.535)
That's the third time this month...",CHECK,
string,C102.DAT-ss0-2,"#P(""soundLen"", ""8.8084"")",弓美,"ん…明るい…朝か？
ん、何時かしら","#off()
#w(2.188)
It's light...

#w(4.207)
Is it morning?
//#woff(6.184)
#woff(5.800)

#w(7.668)
What time is it...?",,
string,C102.DAT-ss0-3,"#P(""soundLen"", ""11.4182"")",弓美,"７時１０分…
目覚ましが鳴るまで、あと１０分もある
んん…どうしよう？","7:10...
#woff(3.000)

#w(4.303)
Ten whole minutes till my alarm goes off...
//#woff(9.537)
#woff(9.000)

#w(10.547)
What should I do?",,
,,,,"//==================================
// File: C103.DAT
//==================================",,,
string,C103.DAT-ss0-0,"#P(""soundLen"", ""2.18896"")",,"ママ：弓美！
弓美：う、うわああああ！","Yumimi!
#woff(0.944)",,
string,C103.DAT-ss0-1,"#P(""soundLen"", ""8.83685"")",,"ママ：目が覚めた？
弓美：覚めた、覚めた！
　ああ、早く起きればよかった
　ママってこうゆう凶悪な性格な[のね?]","Are you up?

#w(1.460)
I'm up, I'm up!

#w(3.228)
Aah, I should've gotten up sooner!

#w(5.758)
Mama's got such a fiendish personality...",,
,,,,"//==================================
// File: C104.DAT
//==================================",,,
string,C104.DAT-ss0-0,"#P(""soundLen"", ""6.87026"")
#P(""noAutoOff"", ""1"")",ナレーター,"吉沢弓美、１５歳
うお座生まれて、血液型はＡ
学校の成績は中位","+Yoshizawa Yumimi+Yumimi Yoshizawa+, age 15.

#w(2.177)
Born under Pisces, blood type A.

#w(4.816)
Her school grades are quite average.",,
string,C104.DAT-ss0-1,"#P(""soundLen"", ""7.69114"")
#P(""noAutoOff"", ""1"")",ナレーター,"好きな科目は英語
苦手なのは数学
体育はもっと苦手
放送委員で園芸部","Favorite subject: English.

#w(1.846)
She's no good at math...and even worse at gym.

#w(5.910)
Broadcasting Committee and Gardening Club member.",,
string,C104.DAT-ss0-2,"#P(""soundLen"", ""4.54143"")
#P(""noAutoOff"", ""1"")",ナレーター,集中力のなさが[災いして?]、空想癖がある、本編の主人公です,"Marred by a lack of concentration, she's a habitual daydreamer, and this story's protagonist.

//#w(2.930)",,
string,C104.DAT-ss0-3,"#P(""soundLen"", ""5.56779"")",ナレーター,"ちなみに、スリーサイズは
バスト８１、ウェスト６１、ヒップ８３","By the way, her three sizes are bust 81, waist 61, hip 83.",,
string,C104.DAT-ss0-4,"#P(""soundLen"", ""4.51649"")
#P(""noAutoOff"", ""1"")",ナレーター,もう少しでこぼこがあっても、バチは当たらないと思うのですが,"#off()
#w(0.494)
I'd hardly think it remiss if she had a bit more curve to her...",,
string,C104.DAT-ss0-5,"#P(""soundLen"", ""0.967381"")",弓美,ほっといてよ,Leave me alone.,,
string,C104.DAT-start,,,まいるーむ,"#sync(sound, 2, 7.683)
#w(14.483)
*MY ROOM*
#woff(18.483)",,
,,,,"//==================================
// File: C105A.DAT
//==================================",,,
string,C105A.DAT-ss0-0,"#P(""soundLen"", ""4.29123"")
#P(""noAutoOff"", ""1"")",,"弓美：あら？パパは？
ママ：とうに出かけたわよ
弓美：えええっ！もうそんな時間！？","Huh? Where's Papa?

#w(1.604)
He already left.

#w(2.787)
WHAT!? It's already that late!?",,
string,C105A.DAT-ss0-1,"#P(""soundLen"", ""5.55022"")
#P(""noAutoOff"", ""1"")",,"弓美：どうしてもっと早く起こしてくれなかったの？
ママ：起こしたでしょ？
弓美：そうでした","#w(0.391)
Why didn't you wake me up sooner!?

#w(3.137)
I got you up, didn't I?

#w(4.756)
You did...",,
string,C105A.DAT-ss0-2,"#P(""soundLen"", ""7.42478"")",,"弓美：ご飯は？
ママ：そんなもの、食べてるひまあるわけないでしょ！
　何時だと思ってるの？
弓美：ひえぇ…","What's cooking?

#w(1.422)
Now, you certainly don't have time to sit around and eat!

#w(4.807)
What time do you think it is!?
#woff(6.331)

//#w(6.331)
//Eep...",,
,,,,"//==================================
// File: C105B.DAT
//==================================",,,
string,C105B.DAT-ss0-0,"#P(""soundLen"", ""7.9382"")
#P(""noAutoOff"", ""1"")",,"ママ：おはよう、弓美
　今日は珍しく早起きね
　ご飯の用意、まだできてないよ
　もう少し待っててね
弓美：はい！","Good morning, Yumimi.

#w(1.663)
You're up unusually early today.

#w(3.869)
I haven't gotten breakfast ready yet.\n
Wait a little longer, okay?

//#w(6.125)
//Wait a little longer, okay?

#w(7.312)
Got it!",,
string,C105B.DAT-ss0-1,"#P(""soundLen"", ""2.43958"")",弓美,せっかくだからシャンプーでもしてこよっと,"Since I've got the chance for once, I'll go shampoo!",,
,,,,"//==================================
// File: C105C.DAT
//==================================",,,
string,C105C.DAT-ss0-0,"#P(""soundLen"", ""4.29123"")
#P(""noAutoOff"", ""1"")",,"弓美：あら？パパは？
ママ：とうに出かけたわよ
弓美：えええっ！もうそんな時間！？","Huh? Where's Papa?

#w(1.604)
He already left.

#w(2.787)
WHAT!? It's already that late!?",,
string,C105C.DAT-ss0-1,"#P(""soundLen"", ""2.76417"")
#P(""noAutoOff"", ""1"")",ママ,あなた、朝のシャンプー長すぎるわよ！,You take too long doing your morning shampoo!,,
string,C105C.DAT-ss0-2,"#P(""soundLen"", ""6.7307"")
#P(""noAutoOff"", ""1"")",弓美,"だって、気持ちいいんだもん
それに、髪を[乾かす?]のに時間かかるし、それに…それに…","But that's 'cause it feels nice!

#w(1.927)
And it takes a while to dry my hair, and...and...",,
string,C105C.DAT-ss0-3,"#P(""soundLen"", ""5.17679"")",,"ママ：と・に・か・く！朝ご飯どうするの？
　食べてく？
弓美：えっと…どうしよう？","A-NY-WAY...!

#w(1.177)
What about breakfast? Going to eat?

#w(3.578)
Uh...What should I do?",,
,,,,"//==================================
// File: C105D.DAT
//==================================",,,
string,C105D.DAT-ss0-0,"#P(""soundLen"", ""4.29123"")
#P(""noAutoOff"", ""1"")",,"弓美：あら？パパは？
ママ：とうに出かけたわよ
弓美：えええっ！もうそんな時間！？","Huh? Where's Papa?

#w(1.604)
He already left.

#w(2.787)
WHAT!? It's already that late!?",,
string,C105D.DAT-ss0-1,"#P(""soundLen"", ""5.55022"")
#P(""noAutoOff"", ""1"")",,"弓美：どうしてもっと早く起こしてくれなかったの？
ママ：起こしたでしょ？
弓美：そうでした","#w(0.391)
Why didn't you wake me up sooner!?

#w(3.137)
I got you up, didn't I?

#w(4.756)
You did...",,
string,C105D.DAT-ss0-2,"#P(""soundLen"", ""4.59488"")",,"ママ：どうする？朝ご飯食べてく？
弓美：えっと…どうしよう？","Well? Going to eat breakfast?

#w(2.718)
Uh...

//What should I do?",NOTE: last line cuts off after えっと in-game,
,,,,"//==================================
// File: C106.DAT
//==================================",,,
string,C106.DAT-ss0-0,"#P(""soundLen"", ""7.78045"")
#P(""noAutoOff"", ""1"")",弓美,"いただきます！
今朝の食事はトースト２枚にマーマレードたっぷり、
冷めた目玉焼きとミルクコーヒーよ","Time to eat!

#w(1.892)
This morning's meal will be two slices of toast slathered with marmalade,

#w(5.528)
with a side of cold fried eggs and milk coffee.",,
string,C106.DAT-ss0-1,"#P(""soundLen"", ""5.5762"")",,"ママ：あなたが早く起きていれば、焼きたての目玉焼きだったの
弓美：はぁい","If you'd gotten up earlier, they'd have been fresh-baked eggs, you know.

#w(4.717)
Yeah, yeah...",,
,,,,"//==================================
// File: C107.DAT
//==================================",,,
string,C107.DAT-ss0-0,"#P(""soundLen"", ""6.87026"")
#P(""noAutoOff"", ""1"")",ナレーター,"吉沢弓美、１５歳
うお座生まれて、血液型はＡ
学校の成績は中位","+Yoshizawa Yumimi+Yumimi Yoshizawa+, age 15.

#w(2.177)
Born under Pisces, blood type A.

#w(4.816)
Her school grades are quite average.",,
string,C107.DAT-ss0-1,"#P(""soundLen"", ""7.69114"")
#P(""noAutoOff"", ""1"")",ナレーター,"好きな科目は英語
苦手なのは数学
体育はもっと苦手
放送委員で園芸部","Favorite subject: English.

#w(1.846)
She's no good at math...and even worse at gym.

#w(5.910)
Broadcasting Committee and Gardening Club member.",,
string,C107.DAT-ss0-2,"#P(""soundLen"", ""4.54143"")
#P(""noAutoOff"", ""1"")",ナレーター,集中力のなさが[災いして?]、空想癖がある、本編の主人公です,"Marred by a lack of concentration, she's a habitual daydreamer, and this story's protagonist.

//#w(2.930)",,
string,C107.DAT-ss0-3,"#P(""soundLen"", ""5.56779"")",ナレーター,"ちなみに、スリーサイズは
バスト８１、ウェスト６１、ヒップ８３","By the way, her three sizes are bust 81, waist 61, hip 83.",,
string,C107.DAT-ss0-4,"#P(""soundLen"", ""4.51649"")
#P(""noAutoOff"", ""1"")",ナレーター,もう少しでこぼこがあっても、バチは当たらないと思うのですが,"#off()
#w(0.494)
I'd hardly think it remiss if she had a bit more curve to her...",,
string,C107.DAT-ss0-5,"#P(""soundLen"", ""0.967381"")",弓美,ほっといてよ,Leave me alone.,,
string,C107.DAT-start,,,まいるーむ,"#sync(sound, 2, 7.683)
#w(14.483)
*MY ROOM*
#woff(18.483)",,
,,,,"//==================================
// File: C108.DAT
//==================================",,,
string,C108.DAT-ss0-0,"#P(""soundLen"", ""7.64273"")",,,,,
string,C108.DAT-ss0-1,"#P(""soundLen"", ""2.27987"")
#P(""noAutoOff"", ""1"")",ナレーター,朝シャンは女の子の身だしなみです,Morning shampoo is an essential skill for girls.,CHECK,
string,C108.DAT-ss0-2,"#P(""soundLen"", ""5.80134"")
#P(""noAutoOff"", ""1"")",ナレーター,"こんなもの水資源とエネルギーの無駄使いですし、
夜のお風呂の方がよっぽど気持ちいいのですが","This kind of thing wastes water and electricity, though, and an evening bath really feels better.",,
string,C108.DAT-ss0-3,"#P(""soundLen"", ""2.83924"")",ナレーター,年頃の女の子にそんなことを言ってはいけません,...Saying that sort of thing to a young lady is a no-no.,"NOTE: literally a ""woman of marriageable age/maturity""",
,,,,"//==================================
// File: C109.DAT
//==================================",,,
string,C109.DAT-ss0-0,"#P(""soundLen"", ""0.58382"")",,,,,
string,C109.DAT-ss0-1,"#P(""soundLen"", ""11.4396"")",,"ナレーター：清潔な女の子の方が男の子に喜ばれるに決まっています
　いやもっとも、ボーイフレンドがいない弓美ちゃんにはあまり関係ないのですが
弓美：ほっといてよ","There's no denying that a clean girl will be more appreciated by boys.

#w(4.492)
Oh, but that's nothing much to do with no-boyfriend Yumimi+-chan++ here, huh?

#w(10.404)
Leave me alone.",,
,,,,"//==================================
// File: C110A.DAT
//==================================",,,
string,C110A.DAT-ss0-0,"#P(""soundLen"", ""1.25806"")",弓美,いってきまぁーす！,"See you later!
#woff(1.200)",NOTE: line has an odd editing error; the very start of it replays at the end before getting cut off,
string,C110A.DAT-ss0-1,"#P(""soundLen"", ""0.644757"")",,,,,
,,,,"//==================================
// File: C110B.DAT
//==================================",,,
string,C110B.DAT-ss0-0,"#P(""soundLen"", ""1.59494"")",弓美,いってきまぁーす…,See you later...,,
string,C110B.DAT-ss0-1,"#P(""soundLen"", ""1.06935"")",,,,,
,,,,"//==================================
// File: C111.DAT
//==================================",,,
string,C111.DAT-ss0-0,"#P(""soundLen"", ""0.41403"")",,,,,
string,C111.DAT-ss0-1,"#P(""soundLen"", ""1.98219"")
#P(""noAutoOff"", ""1"")",弓美,わあ！間に合わない,"//Waugh!
#w(0.785)
I'm not gonna make it!",,
string,C111.DAT-ss0-2,"#P(""soundLen"", ""3.39007"")",弓美,やっぱりご飯なんか、食べてくるんじゃなかった,I shouldn't have had breakfast after all!,,
,,,,"//==================================
// File: C112.DAT
//==================================",,,
string,C112.DAT-ss0-0,"#P(""soundLen"", ""1.06935"")",,,,,
string,C112.DAT-ss0-1,"#P(""soundLen"", ""8.83832"")",弓美,"はぁ…はぁ…
や…やっぱりご飯、食べてくればよかった
はぁ…！力が…入らない…","#off()
#w(0.930)
I...I should've eaten breakfast after all...
#woff(4.791)

#w(6.373)
I can't...work up any energy...",,
string,C112.DAT-ss0-2,"#P(""soundLen"", ""4.67885"")",弓美,せっかく[早く出てきても?]、こんじゃ遅刻だわ,"#off()
#w(0.729)
I left early for once, but I'm just gonna be late...
#woff(4.418)",CHECK,
,,,,"//==================================
// File: C113A.DAT
//==================================",,,
string,C113A.DAT-ss0-0,"#P(""soundLen"", ""5.97101"")",弓美,んん…こうから走れば間に合いそうなんだけどな…,"#off()
#w(2.891)
If I start running now, I think I'll be on time, but...
#woff(6.000)",,
string,C113A.DAT-ss0-1,"#P(""soundLen"", ""5.9554"")",弓美,でももし転んで、けがをして、心臓発作でも起こしたら[情けない?]し…,"#off()
#w(0.476)
I mean, it'd be pretty pitiful if I fell down and got hurt and gave somebody a heart attack...
#woff(5.849)",,
string,C113A.DAT-ss0-2,"#P(""soundLen"", ""6.22041"")",弓美,[いや?]、でももう今週は２度も遅刻してるから、今日また遅刻したら怒られるんだろな,"No, I've already been tardy twice this week, so I'll get chewed out if I'm late again today...
#woff(5.991)",,
string,C113A.DAT-ss0-3,"#P(""soundLen"", ""2.84581"")",弓美,ああああ！遅刻するうぅ！！,"#off()
#w(1.210)
I'M GONNA BE LATE!",,
,,,,"//==================================
// File: C113B.DAT
//==================================",,,
string,C113B.DAT-ss0-0,"#P(""soundLen"", ""2.84581"")",弓美,ああああ！遅刻するうぅ！！,"#off()
#w(1.210)
I'M GONNA BE LATE!",,
,,,,"//==================================
// File: C113C.DAT
//==================================",,,
string,C113C.DAT-ss0-0,"#P(""soundLen"", ""0.126175"")",,,,,
,,,,"//==================================
// File: C113D.DAT
//==================================",,,
string,C113D.DAT-ss0-0,"#P(""soundLen"", ""0.126175"")",,,,,
string,C113D.DAT-ss0-1,"#P(""soundLen"", ""6.6958"")",ナレーター,"[不安を?]持っても、体が反射的に走ってしまいます
学生の悲しい[性?]ですね","Despite her fears, her body reflexively runs forward.

#w(4.003)
Such is the tragic fate of a student...",,
,,,,"//==================================
// File: C114.DAT
//==================================",,,
string,C114.DAT-ss0-0,"#P(""soundLen"", ""0.524602"")",弓美,ん？,,,UNTRANSLATED
,,,,"//==================================
// File: C115A.DAT
//==================================",,,
string,C115A.DAT-ss0-0,"#P(""soundLen"", ""2.11284"")",弓美,な、何？,"W-What?
#woff(1.600)",,
string,C115A.DAT-ss0-1,"#P(""soundLen"", ""0.859082"")",,,,,
,,,,"//==================================
// File: C115B.DAT
//==================================",,,
string,C115B.DAT-ss0-0,"#P(""soundLen"", ""0.859082"")",,,,,
string,C115B.DAT-ss0-1,"#P(""soundLen"", ""2.31396"")",弓美,あ、今のは？,"#off()
#w(0.926)
W-What was that...?",,
string,C115B.DAT-ss0-2,"#P(""soundLen"", ""3.5176"")
#P(""noAutoOff"", ""1"")",弓美,"ああ、いけない！
もう間に合わない！","#off()
#w(0.822)
I'm doomed!\n
I'll never be in time now!",,
string,C115B.DAT-ss0-3,"#P(""soundLen"", ""3.95356"")",,"桜子：弓美！
弓美：あっ
  この声は…","YUMIMI...!
#woff(1.600)

#w(2.143)
Oh? That voice...",,
,,,,"//==================================
// File: C115C.DAT
//==================================",,,
string,C115C.DAT-ss0-0,"#P(""soundLen"", ""0.697402"")",,,,,
string,C115C.DAT-ss0-1,"#P(""soundLen"", ""1.19123"")
#P(""noAutoOff"", ""1"")",弓美,そういえば,Come to think of it...,,
string,C115C.DAT-ss0-2,"#P(""soundLen"", ""4.9804"")",弓美,あたしが校門の近くで見た ぼーっとしたの、体育館の脇から出てきたし,The things I saw drifting around near the school gate came from over by the gym.,CHECK,
,,,,"//==================================
// File: C116.DAT
//==================================",,,
string,C116.DAT-ss0-0,"#P(""soundLen"", ""0.859082"")",,,,,
,,,,"//==================================
// File: C117.DAT
//==================================",,,
string,C117.DAT-ss0-0,"#P(""soundLen"", ""5.19276"")",弓美,"ひ、ひえぇ！
こ、これはもしかして、あの噂に聞く…","#startscript(special, 0)

//E-EEEEEEP!
#off()
#w(1.935)
C-Could these be those things you hear about? Those...","NOTE: literally ""those [x] I/you hear rumors [about]"", with the sentence acting as a modifier clause to the option the player picks, but, well, that's hard to get into English directly.
i *think* this is a general statement about rumors as opposed to referring to specific rumors about ghosts at the school; when shinichi brings such rumors up later, yumimi reacts with surprise, suggesting she wasn't aware of them at this point. but the phrasing is vague, so i'm not 100% sure.",
string,C117.DAT-ss0-1,"#P(""soundLen"", ""4.22753"")",弓美,"直径３０センチ[もある?]ような…
そんなのいないわよね","And they're thirty centimeters wide―

#w(2.599)
...Wait, stuff like that doesn't exist.",NOTE: ケセランパサラン (= ケサランパサラン?),
string,C117.DAT-ss0-2,"#P(""soundLen"", ""7.6579"")",弓美,"直径３０センチ[もある?]ようなホタルなんて…
え？アマゾンにはいる？
ここは日本だからいないわよ","Thirty-centimeter-wide fireflies...

#w(3.176)
Huh? Aren't those in the Amazon?

#w(5.647)
This is Japan, so they couldn't be here!",NOTE: ただのホタル,
string,C117.DAT-ss0-3,"#P(""soundLen"", ""3.85208"")",弓美,なんだか生き物みたいだから、綿菓子は違うわ,"They look alive, so they can't be cotton candy.",NOTE: 綿菓子,
string,C117.DAT-ss0-4,"#P(""soundLen"", ""1.43965"")",弓美,犬は飛ばないし,Dogs can't fly.,NOTE: マルチーズ,
string,C117.DAT-ss0-5,"#P(""soundLen"", ""2.5673"")",弓美,トゥクトゥプは宇宙人の名前,{Tooktoop} is the name of an alien.,NOTE: トゥクトゥプ (an alien from Izumi Takemoto's 1983-1984 manga Aoi-chan Panic),
string,C117.DAT-ss0-6,"#P(""soundLen"", ""3.42109"")",弓美,"ティラミスはイタリアのケーキ
好き","Tiramisu is an Italian cake.\n
I love it!",NOTE: ティラミス,
string,C117.DAT-ss0-7,"#P(""soundLen"", ""2.39837"")",ナレーター,それは漫画を書く道具です,That's a tool for drawing comics.,NOTE: Ｇペン,
string,C117.DAT-ss0-8,"#P(""soundLen"", ""2.44861"")",ナレーター,あなた、ごぼう見たことないんですか？,...Have you ever actually seen burdock?,NOTE: ごぼう,
string,C117.DAT-ss0-9,"#P(""soundLen"", ""6.97328"")",ナレーター,"何百冊もあるＳＦシリーズの名前
くっそ、[生きているうちに?]どこまで読めるんだろう？","#startscript(special, 1)

The name of a sci-fi series with hundreds of volumes.

#w(3.971)
Geez, how far though it could you even read in a lifetime...?",NOTE: ペリー・ローダン (a German sci-fi novella series that has been in continuous serialization since the 1970s),
string,C117.DAT-ss0-10,"#P(""soundLen"", ""2.69071"")",ナレーター,似たような題名の漫画なら知っているんですが,"#startscript(special, 2)

You'd recognize a manga with a similar title...","CHECK
NOTE: 弓美ちゃんパニック (parodying Aoi-chan Panic; the image shown is based on the cover of the first volume)",
string,C117.DAT-ss0-11,"#P(""soundLen"", ""1.19983"")",ナレーター,たんぽぽですね,"Dandy lions, eh?","NOTE: ダンディライオン
(originally, the prompt has ""dandelion"" in English while this response says it in Japanese, which obviously isn't really translatable)",
string,C117.DAT-ss0-12,"#P(""soundLen"", ""3.34959"")",ナレーター,ゼペットじいさんがお腹の中に住んでいます,Ol' Geppetto lives in its stomach.,NOTE: くじら,
string,C117.DAT-ss0-13,"#P(""soundLen"", ""2.7264"")",ナレーター,プニュームに育てられた人間のことです,"#startscript(special, 3)

That's the term for a human raised by the Punyoom.",NOTE: プニュームキン (this is also from Aoi-chan Panic),
string,C117.DAT-ss0-14,"#P(""soundLen"", ""4.63591"")",ナレーター,エジプトはナイルの賜物といった、昔の歴史家,An ancient historian who said that Egypt is the gift of the Nile.,NOTE: ヘロドトス,
